EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
424,21.0,Yes,Travel_Rarely,538,Research & Development,23,3,Technical Degree,1,4,Female,98,4,3,Manufacturing Director,4,Married,7073.0,16776,6,Y,No,21,3,4,80,0,0,1,1,0,0,15,0
425,43.0,No,Travel_Rarely,264,Sales,18,4,Marketing,1,4,Male,99,2,5,Sales Representative,3,Single,19277.0,13304,3,Y,No,16,3,4,80,2,32,1,2,32,22,3,13
426,57.0,No,Travel_Rarely,519,Research & Development,5,2,Other,1,3,Male,63,3,2,Manager,3,Divorced,10404.0,19241,9,Y,No,15,3,3,80,2,14,3,3,14,5,12,4
427,26.0,Yes,Travel_Rarely,1494,Research & Development,27,3,Marketing,1,1,Male,82,4,1,Research Director,4,Married,19101.0,9618,7,Y,Yes,13,4,1,80,2,16,2,4,16,7,0,7
428,22.0,No,Travel_Frequently,1389,Research & Development,25,5,Marketing,1,3,Female,52,2,5,Research Director,1,Married,16497.0,9977,6,Y,Yes,19,4,4,80,2,33,0,4,33,24,2,6
429,49.0,Yes,Non-Travel,1402,Research & Development,5,3,Life Sciences,1,1,Female,72,4,3,Manager,2,Single,8313.0,4550,6,Y,No,17,3,1,80,2,16,5,1,16,14,11,7
430,37.0,Yes,Travel_Rarely,1087,Sales,28,1,Life Sciences,1,1,Female,73,4,2,Sales Executive,2,Married,5371.0,3225,8,Y,Yes,14,3,3,80,3,40,6,1,40,37,9,6
431,28.0,No,Travel_Rarely,581,Sales,19,1,Life Sciences,1,1,Female,61,1,2,Sales Representative,1,Divorced,14226.0,18011,7,Y,No,16,3,2,80,2,3,5,3,3,2,14,0
432,32.0,No,Travel_Rarely,616,Research & Development,27,2,Life Sciences,1,3,Male,52,2,1,Laboratory Technician,3,Single,9473.0,10845,0,Y,No,15,4,4,80,0,12,1,3,12,3,8,3
433,49.0,No,Travel_Rarely,181,Research & Development,13,5,Human Resources,1,3,Male,49,4,1,Manager,3,Married,17498.0,9453,6,Y,No,11,3,4,80,1,3,3,4,3,1,14,0
434,45.0,No,Travel_Rarely,218,Sales,22,5,Medical,1,1,Female,48,3,3,Manager,4,Married,14178.0,25784,2,Y,No,12,3,1,80,2,6,0,3,6,0,10,0
435,39.0,No,Travel_Rarely,1426,Sales,7,3,Human Resources,1,3,Male,58,2,2,Sales Executive,4,Divorced,14760.0,11531,3,Y,No,11,3,4,80,0,8,2,4,8,8,3,2
436,58.0,No,Travel_Rarely,1338,Research & Development,26,2,Marketing,1,1,Male,47,3,1,Manager,4,Married,6529.0,6556,5,Y,No,19,4,2,80,1,22,3,3,22,14,13,10
437,34.0,Yes,Travel_Frequently,127,Sales,14,5,Human Resources,1,3,Male,98,2,2,Sales Representative,1,Single,19999.0,4717,4,Y,Yes,19,3,3,80,0,32,1,2,32,9,4,0
438,43.0,No,Travel_Frequently,880,Research & Development,27,1,Technical Degree,1,2,Male,41,3,3,Research Director,1,Divorced,3371.0,5392,7,Y,No,15,3,4,80,3,32,6,2,32,13,14,4
439,24.0,No,Travel_Rarely,597,Research & Development,26,3,Other,1,3,Male,39,3,2,Laboratory Technician,3,Married,8541.0,26538,1,Y,No,18,3,3,80,3,19,0,4,19,13,2,12
440,59.0,No,Non-Travel,636,Sales,27,4,Life Sciences,1,3,Male,66,2,5,Manager,4,Single,5111.0,15486,4,Y,No,20,3,1,80,1,3,0,2,3,2,11,0
441,43.0,Yes,Travel_Rarely,618,Sales,8,1,Technical Degree,1,3,Female,84,1,2,Sales Representative,3,Single,8646.0,11254,4,Y,Yes,14,3,2,80,1,0,1,2,0,0,10,0
442,42.0,No,Travel_Frequently,293,Human Resources,3,2,Other,1,1,Male,33,1,4,Manager,1,Married,17831.0,8122,2,Y,Yes,11,4,4,80,1,33,0,1,33,32,5,18
443,27.0,No,Travel_Rarely,691,Research & Development,27,5,Technical Degree,1,1,Male,92,2,4,Research Director,2,Single,5582.0,22912,9,Y,No,23,4,3,80,3,26,5,3,26,19,3,8
444,36.0,No,Travel_Rarely,541,Research & Development,4,1,Marketing,1,2,Male,41,4,3,Research Scientist,3,Single,12022.0,12724,4,Y,No,23,3,2,80,3,20,6,1,20,0,4,0
445,28.0,Yes,Travel_Frequently,1159,Research & Development,10,4,Life Sciences,1,2,Male,47,2,3,Research Director,1,Divorced,16283.0,11800,3,Y,No,14,3,3,80,0,23,1,4,23,1,10,0
446,30.0,Yes,Travel_Rarely,357,Human Resources,4,4,Technical Degree,1,4,Male,37,2,3,Human Resources,4,Single,,19465,4,Y,No,17,3,1,80,3,14,5,1,14,2,6,0
447,25.0,Yes,Travel_Rarely,212,Human Resources,18,2,Marketing,1,2,Male,61,4,5,Manager,2,Married,2281.0,8639,9,Y,No,21,3,2,80,1,34,3,4,34,23,11,9
448,57.0,Yes,Travel_Rarely,1417,Research & Development,23,1,Life Sciences,1,1,Male,78,2,5,Laboratory Technician,2,Single,12745.0,25402,8,Y,Yes,12,4,2,80,2,24,4,2,24,9,6,7
449,21.0,No,Travel_Frequently,113,Research & Development,12,3,Medical,1,2,Male,92,2,2,Research Director,2,Married,16749.0,24489,6,Y,No,12,3,1,80,2,8,6,1,8,3,8,2
450,48.0,No,Travel_Rarely,1010,Sales,20,1,Marketing,1,2,Male,88,4,1,Sales Executive,4,Married,7781.0,15445,0,Y,No,16,3,1,80,1,16,2,2,16,3,1,2
451,45.0,Yes,Travel_Rarely,239,Research & Development,20,4,Human Resources,1,3,Male,96,4,4,Research Director,2,Single,19999.0,6750,2,Y,No,19,4,4,80,3,20,3,3,20,12,13,0
452,28.0,Yes,Travel_Rarely,1494,,15,2,Life Sciences,1,2,Male,68,1,4,Laboratory Technician,1,Married,10650.0,15820,8,Y,No,13,3,1,80,1,12,5,2,12,9,3,3
453,60.0,No,Non-Travel,1220,Research & Development,13,2,Technical Degree,1,4,Male,79,3,4,Research Director,3,Single,9191.0,4654,3,Y,No,17,3,1,80,3,2,2,3,2,0,14,0
454,18.0,No,Travel_Rarely,796,Human Resources,12,3,Other,1,3,Male,55,3,2,Human Resources,2,Divorced,16437.0,18539,3,Y,No,20,4,3,80,2,3,2,2,3,2,7,0
455,55.0,No,Travel_Rarely,1465,Sales,8,2,Technical Degree,1,1,Female,52,1,2,Sales Executive,2,Divorced,2162.0,22680,9,Y,Yes,25,3,2,80,0,3,5,1,3,3,15,1
456,41.0,Yes,Travel_Frequently,969,Research & Development,22,2,Human Resources,1,4,Male,92,1,3,Manufacturing Director,1,Married,7655.0,5069,5,Y,No,24,3,3,80,3,27,5,1,27,17,3,7
457,48.0,No,Travel_Rarely,288,Sales,22,2,Human Resources,1,1,Male,95,3,1,Sales Executive,4,Married,7731.0,20347,2,Y,No,19,3,1,80,0,6,6,2,6,2,11,0
458,58.0,No,Travel_Rarely,181,Research & Development,27,2,Technical Degree,1,4,Male,68,1,3,Healthcare Representative,2,Single,12596.0,22978,2,Y,No,21,3,4,80,2,25,1,4,25,19,15,9
459,43.0,Yes,Travel_Rarely,1303,Sales,9,2,Other,1,3,Female,95,2,2,Manager,1,Married,5453.0,15713,8,Y,No,23,3,3,80,0,10,4,4,10,3,2,3
460,22.0,No,Travel_Rarely,1057,Sales,20,4,Life Sciences,1,4,Female,75,1,5,Manager,1,Married,17668.0,9663,4,Y,Yes,19,3,3,80,0,23,6,3,23,9,13,2
461,37.0,Yes,Non-Travel,997,Sales,9,1,Marketing,1,4,Female,44,1,3,Sales Executive,4,Single,2081.0,8303,6,Y,Yes,21,3,2,80,1,9,5,3,9,7,9,5
462,58.0,No,Travel_Rarely,1066,Research & Development,17,5,Human Resources,1,2,Female,45,1,2,Healthcare Representative,4,Married,17366.0,8142,4,Y,No,14,3,2,80,0,36,2,2,36,21,5,4
463,28.0,No,Travel_Rarely,1228,Research & Development,27,2,Human Resources,1,1,Male,45,1,2,Research Director,3,Single,2876.0,11668,5,Y,No,12,3,2,80,2,12,2,1,12,2,2,0
464,50.0,Yes,Travel_Rarely,480,Research & Development,25,5,Human Resources,1,3,Female,68,3,5,Laboratory Technician,2,Married,14509.0,5755,7,Y,No,25,3,4,80,3,38,3,3,38,10,14,1
465,55.0,No,Travel_Rarely,821,Human Resources,1,5,Other,1,4,Male,40,4,5,Manager,3,Single,19248.0,17429,7,Y,No,11,4,4,80,0,18,4,2,18,9,11,2
466,44.0,No,Non-Travel,428,Research & Development,23,4,Medical,1,1,Male,65,3,5,Healthcare Representative,1,Married,19243.0,2830,1,Y,No,16,3,1,80,3,18,4,3,18,15,13,10
467,51.0,No,Travel_Frequently,1372,Sales,6,2,Other,1,1,Male,47,3,1,Sales Representative,2,Single,15314.0,15625,8,Y,Yes,15,3,1,80,1,11,2,1,11,7,11,5
468,32.0,No,Travel_Rarely,171,Research & Development,7,5,Life Sciences,1,2,Male,52,4,2,Healthcare Representative,1,Single,8427.0,8574,9,Y,No,16,3,2,80,2,21,4,3,21,8,1,1
469,49.0,Yes,Travel_Rarely,232,Sales,9,2,Life Sciences,1,1,Female,78,3,5,Sales Representative,1,Married,4380.0,15693,5,Y,No,17,3,3,80,2,36,3,2,36,14,8,14
470,38.0,No,Travel_Rarely,1363,Human Resources,10,3,Life Sciences,1,3,Male,71,2,1,Manager,1,Divorced,10569.0,8121,6,Y,No,19,3,2,80,3,29,1,3,29,20,2,3
471,22.0,No,Travel_Rarely,1201,Sales,4,3,Life Sciences,1,2,Female,73,4,4,Manager,4,Married,8641.0,17526,2,Y,Yes,20,3,1,80,2,11,2,4,11,2,0,1
472,23.0,No,Travel_Rarely,669,Human Resources,16,3,Life Sciences,1,4,Male,30,2,4,Human Resources,4,Single,6004.0,24458,3,Y,No,20,3,3,80,1,28,0,3,28,3,13,0
473,55.0,Yes,Travel_Rarely,560,Sales,12,5,Technical Degree,1,3,Male,36,3,4,Sales Executive,2,Single,13155.0,3342,5,Y,Yes,21,3,1,80,3,20,2,1,20,12,11,2
474,39.0,Yes,Travel_Rarely,224,Research & Development,9,3,Human Resources,1,3,Male,77,3,2,Healthcare Representative,1,Divorced,14796.0,12356,6,Y,No,16,4,4,80,2,10,2,1,10,4,14,1
475,35.0,No,Travel_Rarely,1134,Research & Development,3,4,Other,1,3,Male,45,4,1,Research Director,1,Married,10124.0,12936,5,Y,No,16,3,2,80,1,36,1,1,36,18,14,9
476,31.0,No,Travel_Rarely,1040,Human Resources,26,4,Technical Degree,1,2,Female,77,3,1,Manager,2,Single,8884.0,26063,4,Y,Yes,23,4,2,80,1,17,5,1,17,6,11,5
477,27.0,No,Non-Travel,126,Sales,27,5,Other,1,1,Male,72,1,4,Sales Representative,3,Divorced,16231.0,14490,1,Y,No,25,3,3,80,0,26,5,2,26,15,12,14
478,30.0,Yes,Travel_Rarely,306,Research & Development,27,2,Medical,1,3,Male,80,2,3,Research Director,1,Divorced,3834.0,25713,6,Y,No,13,3,2,80,2,36,0,3,36,21,12,0
479,48.0,Yes,Non-Travel,1345,Human Resources,9,1,Marketing,1,1,Female,95,2,4,Manager,4,Divorced,14436.0,3844,4,Y,Yes,23,3,1,80,3,11,0,3,11,3,8,0
480,47.0,Yes,Non-Travel,411,Research & Development,29,2,Human Resources,1,1,Male,60,1,2,Research Director,3,Divorced,12957.0,15249,8,Y,Yes,18,3,1,80,0,22,0,3,22,4,4,2
481,20.0,No,Travel_Rarely,481,Research & Development,17,2,Medical,1,3,Female,68,4,4,Research Scientist,3,Divorced,3950.0,18845,3,Y,No,19,4,4,80,3,33,5,3,33,30,6,13
482,47.0,No,Travel_Rarely,1438,Research & Development,14,2,Technical Degree,1,1,Male,38,4,4,Research Scientist,3,Single,14669.0,21375,9,Y,No,11,3,1,80,0,37,6,2,37,9,13,9
483,23.0,No,Non-Travel,1331,Research & Development,5,2,Marketing,1,2,Male,70,1,1,Research Scientist,3,Single,2611.0,25227,1,Y,No,16,3,3,80,1,22,1,1,22,17,15,15
484,46.0,No,Travel_Rarely,395,Research & Development,26,1,Medical,1,2,Male,92,1,4,Research Scientist,3,Married,14169.0,2200,6,Y,No,17,3,1,80,0,24,4,3,24,10,1,7
485,25.0,Yes,Travel_Frequently,501,Research & Development,21,3,Other,1,4,Male,43,2,5,Research Scientist,3,Married,10631.0,18899,6,Y,No,21,3,4,80,0,3,0,3,3,2,13,2
486,60.0,No,Travel_Rarely,221,Human Resources,1,2,Marketing,1,1,Male,87,1,5,Human Resources,2,Married,14905.0,7871,0,Y,No,18,3,4,80,0,29,4,1,29,13,0,1
487,50.0,No,Travel_Rarely,850,Sales,1,4,Other,1,1,Female,93,1,3,Sales Representative,2,Married,15994.0,15517,4,Y,No,25,3,2,80,2,29,3,4,29,19,5,6
488,34.0,Yes,Travel_Rarely,205,Sales,3,5,Medical,1,4,Female,57,1,2,Sales Executive,3,Married,5815.0,23834,2,Y,Yes,22,3,3,80,0,12,1,4,12,1,12,0
489,28.0,No,Travel_Rarely,890,Human Resources,9,5,Technical Degree,1,2,Female,33,3,2,Human Resources,4,Married,16030.0,23223,8,Y,No,20,3,1,80,1,13,4,1,13,10,4,6
490,30.0,No,Non-Travel,1159,Research & Development,23,4,Other,1,4,Male,63,1,1,Laboratory Technician,2,Single,19368.0,24874,8,Y,No,25,4,4,80,3,7,5,3,7,5,9,5
491,28.0,No,Non-Travel,171,Research & Development,6,2,Marketing,1,4,Male,33,3,2,Laboratory Technician,2,Single,3167.0,21615,6,Y,Yes,21,3,1,80,2,23,6,1,23,11,15,0
492,48.0,Yes,Non-Travel,667,Research & Development,9,1,Medical,1,4,Male,99,2,3,Laboratory Technician,3,Married,7251.0,5696,8,Y,Yes,18,3,4,80,1,17,5,3,17,17,5,12
493,45.0,No,Travel_Rarely,1290,Sales,4,3,Other,1,1,Male,87,2,5,Sales Executive,4,Married,19791.0,11467,1,Y,Yes,17,3,2,80,2,34,0,3,34,33,1,2
494,23.0,No,Travel_Frequently,1344,Sales,20,5,Technical Degree,1,1,Female,33,4,1,Manager,3,Single,9219.0,21677,9,Y,No,18,4,4,80,3,24,6,4,24,22,6,20
495,58.0,No,Travel_Rarely,175,Research & Development,19,3,Human Resources,1,1,Male,79,2,5,Laboratory Technician,4,Married,18194.0,25385,7,Y,No,21,3,2,80,3,16,0,4,16,0,0,0
496,33.0,No,Travel_Rarely,821,Research & Development,5,1,Technical Degree,1,1,Male,34,4,3,Manufacturing Director,4,Married,3293.0,20013,9,Y,No,19,3,3,80,3,31,6,3,31,22,10,5
497,21.0,Yes,Travel_Rarely,1109,Research & Development,5,5,Technical Degree,1,3,Male,74,3,1,Manager,1,Married,19924.0,22402,9,Y,No,20,3,1,80,2,23,4,3,23,9,7,2
498,52.0,Yes,Travel_Rarely,1334,Sales,28,3,Human Resources,1,4,Female,64,1,4,Sales Executive,2,Single,13578.0,6489,9,Y,Yes,17,3,1,80,2,6,5,3,6,4,13,3
499,43.0,No,Travel_Rarely,327,Human Resources,14,1,Technical Degree,1,4,Male,56,2,2,Human Resources,3,Married,2600.0,25947,0,Y,No,25,3,2,80,3,12,4,4,12,0,6,0
500,29.0,No,Travel_Rarely,552,Human Resources,10,3,Human Resources,1,1,Male,31,1,3,Human Resources,2,Single,14513.0,4016,2,Y,No,25,3,3,80,3,26,3,3,26,5,6,4
501,28.0,Yes,Travel_Rarely,865,Research & Development,23,2,Human Resources,1,2,Male,83,4,1,Healthcare Representative,2,Divorced,5094.0,10358,7,Y,Yes,13,3,2,80,1,4,1,1,4,0,5,0
502,54.0,No,Non-Travel,586,Research & Development,16,1,Other,1,3,Male,77,3,5,Research Director,4,Single,12082.0,2975,7,Y,No,25,3,4,80,3,35,5,2,35,8,9,2
503,42.0,No,Travel_Rarely,767,Research & Development,23,3,Other,1,3,Male,78,2,1,Manufacturing Director,2,Married,7421.0,22931,9,Y,No,19,3,2,80,0,25,2,2,25,6,4,3
504,35.0,No,Travel_Rarely,929,Research & Development,6,2,Human Resources,1,2,Male,30,1,4,Research Director,1,Single,5332.0,9305,7,Y,Yes,11,3,3,80,2,30,5,3,30,16,8,4
505,36.0,No,Travel_Rarely,890,Research & Development,20,2,Medical,1,1,Female,62,4,3,Healthcare Representative,3,Married,11881.0,19243,6,Y,No,24,4,4,80,1,9,3,1,9,2,2,1
506,40.0,No,Travel_Rarely,1070,Sales,23,1,Marketing,1,3,Male,64,1,1,Sales Executive,2,Married,2916.0,22328,1,Y,Yes,18,4,1,80,2,25,5,3,25,15,13,9
507,55.0,No,Travel_Rarely,589,Human Resources,14,4,Medical,1,3,Female,83,2,3,Human Resources,3,Single,19999.0,2209,2,Y,No,16,3,1,80,3,21,3,1,21,4,8,0
508,35.0,No,Travel_Rarely,475,Research & Development,18,5,Human Resources,1,4,Female,85,1,3,Research Director,2,Married,6370.0,15055,8,Y,No,21,3,1,80,0,11,5,4,11,3,4,1
509,43.0,Yes,Travel_Rarely,330,Human Resources,29,1,Marketing,1,4,Female,44,3,5,Manager,3,Single,14265.0,11800,1,Y,No,13,3,3,80,3,31,3,4,31,17,7,7
510,23.0,Yes,Travel_Rarely,801,Research & Development,28,2,Other,1,1,Male,98,2,2,Research Director,3,Single,17056.0,2213,6,Y,No,19,3,3,80,2,26,6,3,26,0,10,0
511,21.0,No,Travel_Rarely,1348,Research & Development,9,2,Marketing,1,1,Male,33,4,4,Research Scientist,3,Married,12300.0,24281,0,Y,No,16,3,3,80,1,32,0,4,32,3,2,3
512,46.0,No,Travel_Frequently,574,Research & Development,7,1,Human Resources,1,4,Female,93,2,1,Manufacturing Director,2,Single,6647.0,7782,2,Y,No,25,4,3,80,2,19,4,3,19,10,6,5
513,51.0,No,Travel_Rarely,1203,Human Resources,18,4,Other,1,4,Female,51,4,2,Human Resources,1,Divorced,17563.0,9402,0,Y,Yes,17,3,3,80,1,38,5,2,38,8,9,2
514,34.0,No,Travel_Rarely,1333,Research & Development,10,5,Marketing,1,4,Male,53,4,5,Research Director,3,Married,12286.0,2303,5,Y,No,21,3,4,80,0,40,1,1,40,29,3,26
515,60.0,Yes,Travel_Rarely,1420,Sales,2,3,Marketing,1,2,Female,76,2,2,Manager,4,Married,8088.0,25660,3,Y,Yes,12,3,2,80,3,39,0,1,39,7,4,1
516,60.0,No,Travel_Rarely,1295,Sales,13,1,Medical,1,3,Male,35,4,3,Manager,4,Single,11057.0,25384,0,Y,No,11,3,1,80,3,12,3,2,12,7,3,6
517,33.0,No,Travel_Frequently,1212,,6,5,Marketing,1,1,Male,56,2,3,Research Scientist,4,Married,19999.0,26558,4,Y,Yes,11,3,3,80,0,13,1,2,13,4,12,1
518,19.0,No,Travel_Rarely,325,Research & Development,27,5,Human Resources,1,1,Male,39,3,4,Research Director,1,Married,5785.0,19244,3,Y,No,13,4,1,80,2,39,0,2,39,11,8,0
519,51.0,Yes,Travel_Rarely,242,Human Resources,23,2,Life Sciences,1,2,Male,68,3,1,Manager,3,Single,2192.0,22431,9,Y,Yes,21,3,3,80,0,21,2,2,21,0,11,0
520,25.0,No,Travel_Rarely,807,Sales,9,3,Life Sciences,1,4,Male,66,1,1,Sales Executive,1,Divorced,13897.0,20239,9,Y,No,13,3,1,80,3,17,5,4,17,14,6,13
521,30.0,No,Travel_Rarely,153,Research & Development,20,1,Life Sciences,1,3,Female,83,3,5,Laboratory Technician,3,Single,15893.0,8951,1,Y,No,18,3,2,80,1,28,5,1,28,24,13,21
522,59.0,No,Travel_Rarely,295,Research & Development,8,2,Human Resources,1,4,Male,80,4,4,Manager,1,Divorced,7847.0,13653,6,Y,No,17,3,1,80,3,15,3,1,15,1,15,0
523,25.0,No,Travel_Rarely,944,Human Resources,10,2,Life Sciences,1,1,Male,89,1,1,Manager,3,Single,3414.0,4167,7,Y,No,25,3,1,80,2,34,0,2,34,25,14,12
524,47.0,No,Travel_Rarely,397,Research & Development,16,4,Medical,1,2,Male,80,1,3,Manufacturing Director,4,Divorced,13780.0,7959,3,Y,No,20,3,3,80,1,33,0,3,33,2,14,0
525,49.0,No,Travel_Rarely,636,Research & Development,15,5,Human Resources,1,3,Male,91,2,4,Healthcare Representative,3,Married,13298.0,20017,8,Y,No,18,3,4,80,2,2,3,3,2,1,5,1
526,53.0,No,Travel_Rarely,678,Research & Development,13,1,Other,1,3,Male,78,1,2,Manufacturing Director,1,Single,11214.0,4474,2,Y,Yes,11,3,4,80,3,3,2,3,3,1,5,0
527,47.0,Yes,Travel_Rarely,599,Research & Development,18,1,Human Resources,1,3,Female,80,2,4,Manufacturing Director,3,Single,14784.0,15855,5,Y,No,14,3,1,80,3,4,5,3,4,1,10,1
528,18.0,Yes,Travel_Frequently,723,Sales,6,1,Human Resources,1,3,Female,57,1,4,Manager,2,Married,15217.0,23424,6,Y,No,18,3,4,80,1,9,4,4,9,2,9,0
529,60.0,Yes,Travel_Rarely,940,Sales,20,2,Marketing,1,2,Female,65,3,1,Manager,3,Divorced,14925.0,4377,6,Y,No,20,3,2,80,2,28,2,1,28,11,6,9
530,56.0,No,Travel_Rarely,305,Research & Development,24,4,Marketing,1,1,Female,54,2,5,Laboratory Technician,4,Single,11935.0,21795,5,Y,Yes,12,3,2,80,1,31,3,1,31,11,4,0
531,34.0,Yes,Non-Travel,979,Research & Development,9,3,Marketing,1,3,Male,65,4,5,Research Director,3,Single,9455.0,23043,8,Y,No,17,3,4,80,1,30,4,1,30,14,9,12
532,37.0,No,Non-Travel,1260,Human Resources,18,2,Technical Degree,1,3,Male,89,1,1,Human Resources,2,Married,10965.0,6275,0,Y,No,18,3,4,80,2,1,0,3,1,1,12,1
533,41.0,No,Travel_Rarely,507,Human Resources,7,3,Medical,1,1,Male,36,3,1,Manager,2,Married,14207.0,22769,8,Y,No,24,3,2,80,1,11,6,2,11,6,13,0
534,39.0,No,Travel_Rarely,378,Research & Development,23,4,Human Resources,1,4,Male,94,3,1,Manager,2,Married,1276.0,14474,8,Y,No,19,3,4,80,0,26,6,3,26,26,2,9
535,46.0,No,Travel_Rarely,776,Research & Development,24,5,Human Resources,1,3,Female,65,2,5,Laboratory Technician,1,Married,11301.0,11552,3,Y,Yes,17,3,4,80,1,4,2,1,4,3,10,2
536,39.0,No,Non-Travel,1040,Human Resources,29,1,Marketing,1,3,Male,59,2,1,Manager,2,Single,6464.0,9275,4,Y,No,22,3,3,80,3,36,6,3,36,20,10,8
537,26.0,No,Travel_Rarely,370,Research & Development,5,3,Human Resources,1,4,Male,76,2,2,Healthcare Representative,1,Divorced,5412.0,17485,2,Y,No,19,4,3,80,2,26,2,2,26,8,2,6
538,54.0,Yes,Travel_Rarely,540,Sales,11,2,Other,1,1,Female,58,4,2,Sales Executive,2,Married,10002.0,2772,6,Y,No,12,4,4,80,3,22,6,2,22,21,6,13
539,27.0,No,Non-Travel,1351,Research & Development,13,3,Human Resources,1,1,Female,34,4,3,Research Scientist,1,Single,19722.0,13969,1,Y,Yes,21,4,4,80,0,32,5,3,32,25,10,10
540,53.0,No,Travel_Rarely,226,Sales,3,5,Life Sciences,1,3,Female,94,4,2,Sales Executive,2,Married,19999.0,20216,7,Y,Yes,11,3,3,80,0,3,6,1,3,2,13,2
541,54.0,No,Travel_Rarely,1393,Human Resources,1,1,Other,1,1,Male,98,1,4,Manager,2,Married,5510.0,15345,8,Y,No,11,3,3,80,1,20,5,4,20,12,9,7
542,45.0,No,Travel_Rarely,586,Research & Development,4,3,Other,1,4,Male,92,4,3,Laboratory Technician,3,Single,4718.0,9605,5,Y,Yes,21,3,4,80,3,23,4,1,23,3,0,1
543,45.0,No,Travel_Rarely,647,Sales,19,5,Human Resources,1,2,Male,85,2,2,Manager,2,Married,13936.0,3299,8,Y,No,22,3,3,80,1,30,0,4,30,23,3,1
544,59.0,No,Travel_Rarely,1278,Research & Development,18,2,Technical Degree,1,4,Male,46,3,4,Research Scientist,3,Single,17378.0,17853,5,Y,No,14,3,2,80,1,23,2,1,23,8,9,5
545,60.0,No,Travel_Rarely,1085,Research & Development,6,4,Marketing,1,4,Male,80,3,2,Healthcare Representative,2,Married,10387.0,26757,2,Y,No,11,3,1,80,3,9,4,3,9,9,13,4
546,38.0,Yes,Travel_Rarely,1036,Research & Development,23,2,Medical,1,2,Male,66,2,4,Manager,2,Divorced,14582.0,14097,9,Y,Yes,17,3,2,80,0,1,2,4,1,0,7,0
547,41.0,No,Travel_Rarely,871,Sales,10,1,Medical,1,4,Female,38,4,1,Sales Representative,3,Single,13895.0,10337,2,Y,No,18,3,3,80,0,30,6,1,30,17,3,4
548,59.0,No,Travel_Rarely,118,Research & Development,7,2,Life Sciences,1,3,Male,67,4,4,Research Scientist,3,Married,7446.0,7163,1,Y,No,13,3,2,80,0,24,5,3,24,14,0,12
549,57.0,No,Non-Travel,524,Research & Development,12,2,Medical,1,3,Female,82,2,1,Research Scientist,1,Divorced,15083.0,14134,4,Y,No,24,3,1,80,2,3,0,1,3,2,4,2
550,,No,Travel_Frequently,1035,Research & Development,8,2,Medical,1,1,Female,42,3,4,Research Scientist,4,Divorced,17087.0,3839,3,Y,No,11,3,3,80,2,10,6,2,10,5,14,2
551,25.0,Yes,Travel_Rarely,157,Research & Development,13,2,Marketing,1,1,Male,82,1,4,Laboratory Technician,3,Married,16107.0,6594,5,Y,No,13,3,2,80,1,16,0,2,16,10,0,5
552,44.0,Yes,Travel_Rarely,522,Research & Development,18,1,Marketing,1,4,Female,78,3,2,Manager,1,Married,12883.0,19186,4,Y,No,12,4,2,80,2,1,1,1,1,0,8,0
553,39.0,No,Travel_Rarely,943,Research & Development,14,5,Technical Degree,1,3,Male,99,4,4,Laboratory Technician,2,Married,11559.0,12190,5,Y,No,16,3,1,80,2,5,4,3,5,3,7,3
554,54.0,Yes,Travel_Rarely,1225,Research & Development,11,3,Life Sciences,1,3,Male,64,3,2,Laboratory Technician,3,Divorced,9192.0,22334,3,Y,No,21,3,3,80,3,8,5,1,8,7,13,1
555,44.0,No,Travel_Rarely,1199,Research & Development,28,4,Medical,1,2,Female,45,4,4,Research Director,3,Divorced,8251.0,19702,2,Y,No,17,4,4,80,1,4,5,3,4,4,6,4
556,46.0,Yes,Travel_Rarely,165,Research & Development,10,3,Technical Degree,1,1,Male,42,3,5,Healthcare Representative,2,Single,18286.0,18359,0,Y,No,19,3,3,80,1,19,5,4,19,16,4,9
557,20.0,No,Non-Travel,914,Sales,29,3,Life Sciences,1,3,Female,40,2,3,Manager,2,Married,6719.0,24502,4,Y,No,15,3,1,80,3,28,6,2,28,23,3,22
558,30.0,Yes,Travel_Rarely,1274,Sales,6,4,Other,1,4,Male,31,4,2,Sales Representative,2,Married,11453.0,6626,5,Y,Yes,14,3,1,80,0,20,3,4,20,16,6,13
559,27.0,Yes,Travel_Rarely,1001,Research & Development,13,1,Medical,1,3,Male,48,1,2,Manager,2,Divorced,13570.0,13990,4,Y,No,11,3,1,80,3,8,2,3,8,7,2,0
560,53.0,Yes,Non-Travel,536,Research & Development,22,4,Medical,1,1,Male,74,1,1,Research Director,4,Married,19999.0,12450,4,Y,No,21,3,1,80,0,27,0,1,27,25,7,2
561,26.0,No,Travel_Rarely,889,Research & Development,10,1,Marketing,1,4,Male,75,2,5,Research Director,3,Married,1483.0,4940,5,Y,Yes,24,3,4,80,1,7,2,2,7,3,4,3
562,44.0,No,Travel_Rarely,1191,Sales,12,3,Human Resources,1,1,Male,76,3,1,Manager,2,Divorced,2017.0,25953,3,Y,No,16,3,3,80,1,30,2,3,30,17,4,0
