EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Label,PerformanceRating_Label,JobSatisfaction_Label,EnvironmentSatisfaction_Label,WorkLifeBalance_Label,TenureBucket,AgeGroup,IncomeBand,AttritionFlag,SatisfactionIndex,HighRisk,AttritionProb,RiskTier
365,29,No,Travel_Rarely,855,Human Resources,9,1,Medical,4,Female,70,3,4,Human Resources,4,Divorced,8294,24737,0,No,15,3,3,3,25,2,3,25,5,3,0,Below College,Excellent,Very High,Very High,High,20+ yrs,26-35,6K-10K,0,3.5,0,0.24,Low
366,41,No,Travel_Rarely,165,Research & Development,18,2,Medical,4,Male,89,1,2,Healthcare Representative,1,Single,16695,10482,4,No,18,3,4,0,6,4,1,6,3,0,2,College,Excellent,Low,Very High,Low,3-6 yrs,36-45,15K+,0,2.5,1,0.3439,Medium
367,46,Yes,Travel_Rarely,345,Human Resources,28,1,Technical Degree,3,Male,57,4,3,Human Resources,2,Divorced,3659,17050,1,Yes,20,3,3,0,6,4,1,6,0,2,0,Below College,Excellent,Medium,High,Low,3-6 yrs,46-55,3K-6K,1,2.25,1,0.5305,Medium
368,60,Yes,Travel_Rarely,671,Human Resources,5,4,Life Sciences,4,Female,92,3,2,Manager,3,Single,19999,20378,9,Yes,14,3,3,0,4,5,4,4,3,10,0,Master,Excellent,High,Very High,Very High,3-6 yrs,55+,15K+,1,3.5,1,0.4682,Medium
369,42,Yes,Travel_Rarely,1355,Sales,10,5,Medical,4,Male,32,3,4,Sales Executive,3,Single,19999,19218,5,No,14,4,1,3,0,6,4,0,0,9,0,Doctor,Outstanding,High,Very High,Very High,<1 yr,36-45,15K+,1,3.0,1,0.4521,Medium
370,53,Yes,Travel_Rarely,535,Sales,15,1,Marketing,3,Male,61,1,3,Manager,4,Single,6594,22667,6,No,15,3,1,1,17,1,3,17,5,6,4,Below College,Excellent,Very High,High,High,10-20 yrs,46-55,6K-10K,1,2.75,1,0.4118,Medium
371,43,No,Travel_Rarely,452,Sales,27,1,Life Sciences,3,Male,50,3,3,Sales Representative,3,Married,11140,7270,1,No,15,3,2,3,12,2,2,12,11,1,5,Below College,Excellent,High,High,Medium,10-20 yrs,36-45,10K-15K,0,2.5,0,0.3859,Medium
372,55,No,Travel_Rarely,778,Sales,10,3,Marketing,2,Male,84,1,1,Sales Representative,2,Married,2055,16272,5,No,21,3,4,3,24,0,2,24,14,3,3,Bachelor,Excellent,Medium,Medium,Medium,20+ yrs,46-55,<3K,0,2.5,1,0.4096,Medium
373,18,No,Travel_Rarely,482,Sales,16,4,Life Sciences,1,Male,47,3,5,Sales Executive,3,Divorced,19488,16526,2,No,16,4,2,3,39,4,3,39,33,5,16,Master,Outstanding,High,Low,High,20+ yrs,18-25,15K+,0,2.25,0,0.2648,Low
374,37,No,Travel_Rarely,1183,Research & Development,4,5,Medical,3,Female,82,2,3,Healthcare Representative,1,Married,12099,16742,8,Yes,15,4,4,1,7,2,2,7,3,4,1,Doctor,Outstanding,Low,High,Medium,6-10 yrs,36-45,10K-15K,0,2.5,1,0.388,Medium
375,45,No,Travel_Rarely,569,Sales,4,2,Other,2,Male,90,1,3,Manager,2,Married,2125,22693,3,Yes,15,3,4,3,9,1,3,9,7,13,4,College,Excellent,Medium,Medium,High,6-10 yrs,36-45,<3K,0,2.75,1,0.371,Medium
376,33,No,Travel_Rarely,1206,Research & Development,8,1,Human Resources,3,Female,79,2,4,Manager,1,Single,1539,12106,2,No,23,3,3,0,31,3,3,31,26,5,20,Below College,Excellent,Low,High,High,20+ yrs,26-35,<3K,0,2.5,1,0.369,Medium
377,34,No,Travel_Rarely,173,Research & Development,6,5,Medical,2,Male,37,3,3,Research Director,4,Married,19999,12793,2,Yes,18,3,1,0,16,2,1,16,12,4,4,Doctor,Excellent,Very High,Medium,Low,10-20 yrs,26-35,15K+,0,2.0,1,0.3793,Medium
378,57,Yes,Travel_Rarely,1434,Sales,23,2,Technical Degree,1,Female,41,2,4,Manager,2,Single,15588,3501,1,No,16,3,4,0,37,6,2,37,35,8,30,College,Excellent,Medium,Low,Medium,20+ yrs,55+,15K+,1,2.25,1,0.6273,High
379,45,Yes,Travel_Rarely,125,Research & Development,11,4,Other,2,Female,80,2,5,Manager,3,Single,12945,17295,8,No,12,3,1,0,14,6,3,14,5,10,5,Master,Excellent,High,Medium,High,10-20 yrs,36-45,10K-15K,1,2.25,1,0.5857,Medium
380,29,Yes,Travel_Rarely,1366,Sales,28,4,Technical Degree,2,Female,95,2,1,Sales Representative,2,Single,5478,17553,7,Yes,14,3,4,3,14,0,2,14,5,15,2,Master,Excellent,Medium,Medium,Medium,10-20 yrs,26-35,3K-6K,1,2.5,1,0.6519,High
381,44,No,Travel_Rarely,934,Sales,25,5,Life Sciences,4,Male,70,3,1,Manager,2,Single,9912,13513,4,Yes,14,4,1,3,39,6,2,39,31,11,1,Doctor,Outstanding,Medium,Very High,Medium,20+ yrs,36-45,6K-10K,0,2.25,1,0.3369,Medium
382,59,No,Travel_Rarely,727,Research & Development,13,2,Technical Degree,3,Male,51,1,5,Manufacturing Director,2,Married,15435,23072,8,No,15,3,2,3,19,4,4,19,11,12,0,College,Excellent,Medium,High,Very High,10-20 yrs,55+,15K+,0,2.75,1,0.3491,Medium
383,47,No,Non-Travel,1446,Research & Development,19,4,Other,2,Male,38,3,5,Manufacturing Director,1,Divorced,12756,6136,1,No,25,3,1,0,14,3,2,14,11,15,1,Master,Excellent,Low,Medium,Medium,10-20 yrs,46-55,10K-15K,0,1.5,1,0.3459,Medium
384,58,Yes,Travel_Frequently,1303,Research & Development,11,5,Other,3,Female,40,3,2,Research Director,4,Single,2902,16705,5,No,25,3,3,1,34,1,3,34,6,1,4,Doctor,Excellent,Very High,High,High,20+ yrs,55+,<3K,1,3.25,1,0.4761,Medium
385,51,Yes,Travel_Rarely,873,Research & Development,2,4,Medical,2,Female,42,3,3,Manufacturing Director,2,Married,13273,18403,6,Yes,16,3,4,2,5,0,1,5,1,3,1,Master,Excellent,Medium,Medium,Low,3-6 yrs,46-55,10K-15K,1,2.25,1,0.5986,Medium
386,54,No,Travel_Rarely,1108,Research & Development,3,4,Marketing,4,Male,85,1,3,Laboratory Technician,3,Married,10909,19416,5,Yes,21,4,3,2,29,3,2,29,14,0,5,Master,Outstanding,High,Very High,Medium,20+ yrs,46-55,10K-15K,0,3.0,1,0.4095,Medium
387,23,Yes,Travel_Rarely,365,Sales,15,4,Medical,4,Male,57,4,3,Sales Representative,2,Divorced,3876,11016,2,Yes,15,3,4,2,7,5,3,7,7,11,7,Master,Excellent,Medium,Very High,High,6-10 yrs,18-25,3K-6K,1,3.25,1,0.6399,High
388,24,No,Non-Travel,649,Sales,24,3,Life Sciences,1,Male,93,3,4,Sales Executive,2,Single,2578,15947,9,No,24,3,3,1,30,5,4,30,16,12,15,Bachelor,Excellent,Medium,Low,Very High,20+ yrs,18-25,<3K,0,2.5,1,0.4617,Medium
389,49,No,Non-Travel,176,Research & Development,13,2,Technical Degree,2,Female,93,3,2,Laboratory Technician,4,Married,12238,21658,9,No,24,3,4,3,31,1,2,31,9,6,4,College,Excellent,Very High,Medium,Medium,20+ yrs,46-55,10K-15K,0,3.0,0,0.3368,Medium
390,49,Yes,Travel_Rarely,1172,Research & Development,25,5,Marketing,4,Male,99,1,3,Manager,3,Divorced,18632,13853,9,No,21,3,1,2,14,0,1,14,6,0,3,Doctor,Excellent,High,Very High,Low,10-20 yrs,46-55,15K+,1,2.25,1,0.5542,Medium
391,42,No,Travel_Rarely,1113,Human Resources,10,5,Human Resources,3,Female,84,4,4,Human Resources,3,Married,19999,16353,8,No,16,3,4,2,17,6,2,17,5,5,3,Doctor,Excellent,High,High,Medium,10-20 yrs,36-45,15K+,0,3.0,0,0.3159,Medium
392,50,No,Travel_Rarely,1377,Research & Development,5,2,Other,2,Female,66,4,4,Laboratory Technician,1,Married,1536,2747,7,Yes,18,3,3,3,12,4,3,12,8,9,5,College,Excellent,Low,Medium,High,10-20 yrs,46-55,<3K,0,2.25,1,0.4376,Medium
393,24,No,Travel_Rarely,1372,Research & Development,24,2,Marketing,2,Male,62,4,1,Research Director,3,Single,10909,12558,7,No,14,3,3,2,23,1,2,23,14,9,13,College,Excellent,High,Medium,Medium,20+ yrs,18-25,10K-15K,0,2.5,0,0.3407,Medium
394,29,Yes,Travel_Rarely,1195,Research & Development,11,2,Marketing,1,Male,54,4,4,Research Scientist,3,Single,2501,18071,7,No,21,3,4,3,39,6,2,39,39,12,22,College,Excellent,High,Low,Medium,20+ yrs,26-35,<3K,1,2.5,1,0.6379,High
395,33,No,Travel_Rarely,546,Research & Development,23,2,Medical,3,Male,52,1,5,Manufacturing Director,3,Married,13329,9004,8,No,13,3,4,2,13,3,4,13,4,8,0,College,Excellent,High,High,Very High,10-20 yrs,26-35,10K-15K,0,3.5,0,0.3609,Medium
396,33,Yes,Non-Travel,605,Human Resources,28,1,Human Resources,1,Male,89,1,4,Human Resources,2,Married,15837,19351,0,No,19,3,2,3,27,0,2,27,17,1,6,Below College,Excellent,Medium,Low,Medium,20+ yrs,26-35,15K+,1,1.75,1,0.5985,Medium
397,60,No,Non-Travel,1376,Research & Development,14,5,Other,2,Male,85,4,5,Manufacturing Director,1,Single,16974,17641,7,No,13,3,2,0,10,5,1,10,3,15,1,Doctor,Excellent,Low,Medium,Low,6-10 yrs,55+,15K+,0,1.5,1,0.2981,Low
398,53,No,Travel_Rarely,1095,Research & Development,28,1,Life Sciences,1,Male,92,2,5,Research Director,3,Married,12529,5547,1,No,21,3,1,1,5,5,2,5,5,0,5,Below College,Excellent,High,Low,Medium,3-6 yrs,46-55,10K-15K,0,1.75,1,0.3393,Medium
399,30,Yes,Travel_Frequently,969,Research & Development,29,4,Life Sciences,2,Female,37,1,1,Research Scientist,3,Married,19999,21182,3,No,18,3,1,2,24,2,4,24,1,11,0,Master,Excellent,High,Medium,Very High,20+ yrs,26-35,15K+,1,2.5,1,0.6553,High
400,24,Yes,Travel_Rarely,398,Research & Development,25,4,Marketing,2,Male,46,2,1,Healthcare Representative,3,Married,14004,5015,0,Yes,20,3,1,3,0,0,3,0,0,14,0,Master,Excellent,High,Medium,High,<1 yr,18-25,10K-15K,1,2.25,1,0.7297,High
401,53,Yes,Travel_Rarely,833,Sales,20,5,Marketing,1,Male,86,2,4,Sales Representative,2,Married,11760,24989,5,No,22,4,1,0,24,3,2,24,22,10,6,Doctor,Outstanding,Medium,Low,Medium,20+ yrs,46-55,10K-15K,1,1.5,1,0.5431,Medium
402,26,Yes,Travel_Frequently,1183,Human Resources,15,4,Technical Degree,1,Female,91,4,1,Manager,2,Divorced,19461,20188,9,Yes,15,3,1,3,1,3,2,1,0,10,0,Master,Excellent,Medium,Low,Medium,<1 yr,26-35,15K+,1,1.5,1,0.6863,High
403,49,Yes,Non-Travel,1480,Research & Development,13,2,Human Resources,2,Female,40,4,1,Manufacturing Director,1,Married,5795,4023,0,No,19,3,4,2,31,2,4,31,29,10,1,College,Excellent,Low,Medium,Very High,20+ yrs,46-55,3K-6K,1,2.75,1,0.6165,High
404,28,No,Travel_Rarely,256,Research & Development,26,1,Other,1,Male,96,3,3,Healthcare Representative,4,Divorced,4245,10592,4,Yes,13,3,2,2,12,6,4,12,2,9,2,Below College,Excellent,Very High,Low,Very High,10-20 yrs,26-35,3K-6K,0,2.75,1,0.384,Medium
405,25,Yes,Travel_Rarely,441,Research & Development,3,2,Marketing,1,Male,69,2,4,Research Scientist,1,Single,3027,22816,8,No,20,3,4,2,32,3,4,32,0,12,0,College,Excellent,Low,Low,Very High,20+ yrs,18-25,3K-6K,1,2.5,1,0.6568,High
406,50,No,Travel_Rarely,1073,Research & Development,9,4,Technical Degree,2,Male,69,3,4,Healthcare Representative,2,Single,19324,12512,0,No,20,3,2,2,31,6,2,31,8,2,7,Master,Excellent,Medium,Medium,Medium,20+ yrs,46-55,15K+,0,2.0,1,0.3764,Medium
407,40,No,Travel_Rarely,993,Research & Development,8,1,Human Resources,3,Female,85,4,4,Healthcare Representative,3,Single,5059,5324,8,No,18,4,2,2,23,6,1,23,21,5,10,Below College,Outstanding,High,High,Low,20+ yrs,36-45,3K-6K,0,2.25,0,0.356,Medium
408,42,Yes,Travel_Rarely,1325,Sales,15,2,Other,1,Female,82,2,1,Manager,3,Single,5834,25547,3,Yes,24,3,3,0,26,0,4,26,13,14,8,College,Excellent,High,Low,Very High,20+ yrs,36-45,3K-6K,1,2.75,1,0.6614,High
409,25,Yes,Travel_Rarely,1158,Human Resources,23,5,Life Sciences,1,Female,57,1,1,Manager,1,Single,1494,20261,2,Yes,23,3,3,3,3,6,3,3,3,12,3,Doctor,Excellent,Low,Low,High,1-3 yrs,18-25,<3K,1,2.0,1,0.6983,High
410,39,Yes,Non-Travel,1016,Sales,1,2,Technical Degree,4,Male,71,3,5,Sales Executive,3,Single,8487,12879,7,No,23,3,2,3,23,5,2,23,20,6,15,College,Excellent,High,Very High,Medium,20+ yrs,36-45,6K-10K,1,2.75,1,0.5326,Medium
411,21,No,Travel_Rarely,1288,Research & Development,2,4,Human Resources,3,Female,75,4,2,Research Director,2,Divorced,10101,5675,5,No,17,4,4,2,22,1,3,22,12,10,8,Master,Outstanding,Medium,High,High,20+ yrs,18-25,10K-15K,0,3.0,1,0.3718,Medium
412,57,No,Non-Travel,1151,Human Resources,9,1,Technical Degree,1,Male,47,2,2,Human Resources,1,Single,5539,25345,6,No,22,3,2,3,28,5,3,28,5,7,1,Below College,Excellent,Low,Low,High,20+ yrs,55+,3K-6K,0,1.75,1,0.426,Medium
413,20,No,Travel_Rarely,1495,Human Resources,21,5,Marketing,2,Male,52,4,2,Manager,4,Married,19999,12111,8,No,17,3,1,0,33,6,1,33,0,3,0,Doctor,Excellent,Very High,Medium,Low,20+ yrs,18-25,15K+,0,2.0,0,0.2909,Low
414,46,No,Travel_Rarely,413,Research & Development,17,1,Medical,4,Male,55,3,3,Healthcare Representative,2,Single,11920,18389,4,No,24,3,4,2,20,5,3,20,20,15,12,Below College,Excellent,Medium,Very High,High,10-20 yrs,46-55,10K-15K,0,3.25,1,0.2748,Low
415,58,No,Travel_Rarely,1407,Research & Development,9,5,Life Sciences,4,Male,58,4,1,Research Director,2,Divorced,5888,7533,1,No,21,3,4,1,29,0,4,29,24,7,4,Doctor,Excellent,Medium,Very High,Very High,20+ yrs,55+,3K-6K,0,3.5,1,0.2406,Low
416,46,No,Travel_Rarely,1421,Research & Development,1,1,Marketing,4,Male,81,4,5,Healthcare Representative,3,Married,1020,11713,2,No,20,3,2,0,25,6,4,25,3,6,2,Below College,Excellent,High,Very High,Very High,20+ yrs,46-55,<3K,0,3.25,0,0.3076,Medium
417,51,No,Non-Travel,574,Sales,8,4,Marketing,1,Female,75,1,5,Sales Representative,2,Single,6711,7175,2,No,19,3,1,2,19,3,2,19,2,10,1,Master,Excellent,Medium,Low,Medium,10-20 yrs,46-55,6K-10K,0,1.5,1,0.4663,Medium
418,51,Yes,Non-Travel,696,Research & Development,5,5,Human Resources,2,Female,30,4,2,Laboratory Technician,2,Married,18644,5878,3,No,22,3,2,3,15,2,1,15,0,7,0,Doctor,Excellent,Medium,Medium,Low,10-20 yrs,46-55,15K+,1,1.75,1,0.6041,High
419,45,No,Travel_Rarely,1472,Research & Development,11,3,Technical Degree,4,Male,92,2,3,Research Director,4,Married,13501,21853,9,Yes,18,3,1,0,2,2,1,2,1,4,0,Bachelor,Excellent,Very High,Very High,Low,1-3 yrs,36-45,10K-15K,0,2.5,1,0.3881,Medium
420,30,No,Travel_Rarely,735,Research & Development,28,1,Life Sciences,3,Male,45,2,3,Healthcare Representative,3,Married,4482,11013,6,Yes,13,3,4,2,36,4,3,36,30,9,0,Below College,Excellent,High,High,High,20+ yrs,26-35,3K-6K,0,3.25,1,0.4029,Medium
421,32,No,Travel_Rarely,544,Research & Development,6,1,Marketing,4,Male,54,1,2,Manager,2,Married,13867,22717,9,No,24,3,2,3,39,2,1,39,33,6,12,Below College,Excellent,Medium,Very High,Low,20+ yrs,26-35,10K-15K,0,2.25,1,0.2882,Low
422,40,No,Non-Travel,1330,Research & Development,17,2,Human Resources,4,Male,91,2,2,Research Director,3,Married,12947,25017,5,Yes,23,3,1,3,24,2,3,24,18,15,4,College,Excellent,High,Very High,High,20+ yrs,36-45,10K-15K,0,2.75,1,0.324,Medium
423,43,No,Travel_Rarely,516,Sales,18,5,Life Sciences,3,Male,45,4,1,Manager,2,Divorced,6063,5093,2,No,16,3,3,2,22,3,3,22,19,13,17,Doctor,Excellent,Medium,High,High,20+ yrs,36-45,6K-10K,0,2.75,1,0.2759,Low
424,21,Yes,Travel_Rarely,538,Research & Development,23,3,Technical Degree,4,Female,98,4,3,Manufacturing Director,4,Married,7073,16776,6,No,21,3,4,0,0,1,1,0,0,15,0,Bachelor,Excellent,Very High,Very High,Low,<1 yr,18-25,6K-10K,1,3.25,1,0.6482,High
425,43,No,Travel_Rarely,264,Sales,18,4,Marketing,4,Male,99,2,5,Sales Representative,3,Single,19277,13304,3,No,16,3,4,2,32,1,2,32,22,3,13,Master,Excellent,High,Very High,Medium,20+ yrs,36-45,15K+,0,3.25,0,0.3051,Medium
426,57,No,Travel_Rarely,519,Research & Development,5,2,Other,3,Male,63,3,2,Manager,3,Divorced,10404,19241,9,No,15,3,3,2,14,3,3,14,5,12,4,College,Excellent,High,High,High,10-20 yrs,55+,10K-15K,0,3.0,0,0.3151,Medium
427,26,Yes,Travel_Rarely,1494,Research & Development,27,3,Marketing,1,Male,82,4,1,Research Director,4,Married,19101,9618,7,Yes,13,4,1,2,16,2,4,16,7,0,7,Bachelor,Outstanding,Very High,Low,Very High,10-20 yrs,26-35,15K+,1,2.5,1,0.4552,Medium
428,22,No,Travel_Frequently,1389,Research & Development,25,5,Marketing,3,Female,52,2,5,Research Director,1,Married,16497,9977,6,Yes,19,4,4,2,33,0,4,33,24,2,6,Doctor,Outstanding,Low,High,Very High,20+ yrs,18-25,15K+,0,3.0,1,0.3321,Medium
429,49,Yes,Non-Travel,1402,Research & Development,5,3,Life Sciences,1,Female,72,4,3,Manager,2,Single,8313,4550,6,No,17,3,1,2,16,5,1,16,14,11,7,Bachelor,Excellent,Medium,Low,Low,10-20 yrs,46-55,6K-10K,1,1.25,1,0.6101,High
430,37,Yes,Travel_Rarely,1087,Sales,28,1,Life Sciences,1,Female,73,4,2,Sales Executive,2,Married,5371,3225,8,Yes,14,3,3,3,40,6,1,40,37,9,6,Below College,Excellent,Medium,Low,Low,20+ yrs,36-45,3K-6K,1,1.75,1,0.6726,High
431,28,No,Travel_Rarely,581,Sales,19,1,Life Sciences,1,Female,61,1,2,Sales Representative,1,Divorced,14226,18011,7,No,16,3,2,2,3,5,3,3,2,14,0,Below College,Excellent,Low,Low,High,1-3 yrs,26-35,10K-15K,0,1.75,1,0.4078,Medium
432,32,No,Travel_Rarely,616,Research & Development,27,2,Life Sciences,3,Male,52,2,1,Laboratory Technician,3,Single,9473,10845,0,No,15,4,4,0,12,1,3,12,3,8,3,College,Outstanding,High,High,High,10-20 yrs,26-35,6K-10K,0,3.25,0,0.3493,Medium
433,49,No,Travel_Rarely,181,Research & Development,13,5,Human Resources,3,Male,49,4,1,Manager,3,Married,17498,9453,6,No,11,3,4,1,3,3,4,3,1,14,0,Doctor,Excellent,High,High,Very High,1-3 yrs,46-55,15K+,0,3.5,0,0.3968,Medium
434,45,No,Travel_Rarely,218,Sales,22,5,Medical,1,Female,48,3,3,Manager,4,Married,14178,25784,2,No,12,3,1,2,6,0,3,6,0,10,0,Doctor,Excellent,Very High,Low,High,3-6 yrs,36-45,10K-15K,0,2.25,0,0.4706,Medium
435,39,No,Travel_Rarely,1426,Sales,7,3,Human Resources,3,Male,58,2,2,Sales Executive,4,Divorced,14760,11531,3,No,11,3,4,0,8,2,4,8,8,3,2,Bachelor,Excellent,Very High,High,Very High,6-10 yrs,36-45,10K-15K,0,3.75,0,0.258,Low
436,58,No,Travel_Rarely,1338,Research & Development,26,2,Marketing,1,Male,47,3,1,Manager,4,Married,6529,6556,5,No,19,4,2,1,22,3,3,22,14,13,10,College,Outstanding,Very High,Low,High,20+ yrs,55+,6K-10K,0,2.5,0,0.3509,Medium
437,34,Yes,Travel_Frequently,127,Sales,14,5,Human Resources,3,Male,98,2,2,Sales Representative,1,Single,19999,4717,4,Yes,19,3,3,0,32,1,2,32,9,4,0,Doctor,Excellent,Low,High,Medium,20+ yrs,26-35,15K+,1,2.25,1,0.6727,High
438,43,No,Travel_Frequently,880,Research & Development,27,1,Technical Degree,2,Male,41,3,3,Research Director,1,Divorced,3371,5392,7,No,15,3,4,3,32,6,2,32,13,14,4,Below College,Excellent,Low,Medium,Medium,20+ yrs,36-45,3K-6K,0,2.25,1,0.4439,Medium
439,24,No,Travel_Rarely,597,Research & Development,26,3,Other,3,Male,39,3,2,Laboratory Technician,3,Married,8541,26538,1,No,18,3,3,3,19,0,4,19,13,2,12,Bachelor,Excellent,High,High,Very High,10-20 yrs,18-25,6K-10K,0,3.25,0,0.3014,Medium
440,59,No,Non-Travel,636,Sales,27,4,Life Sciences,3,Male,66,2,5,Manager,4,Single,5111,15486,4,No,20,3,1,1,3,0,2,3,2,11,0,Master,Excellent,Very High,High,Medium,1-3 yrs,55+,3K-6K,0,2.5,0,0.3999,Medium
441,43,Yes,Travel_Rarely,618,Sales,8,1,Technical Degree,3,Female,84,1,2,Sales Representative,3,Single,8646,11254,4,Yes,14,3,2,1,0,1,2,0,0,10,0,Below College,Excellent,High,High,Medium,<1 yr,36-45,6K-10K,1,2.5,1,0.607,High
442,42,No,Travel_Frequently,293,Human Resources,3,2,Other,1,Male,33,1,4,Manager,1,Married,17831,8122,2,Yes,11,4,4,1,33,0,1,33,32,5,18,College,Outstanding,Low,Low,Low,20+ yrs,36-45,15K+,0,1.75,1,0.3563,Medium
443,27,No,Travel_Rarely,691,Research & Development,27,5,Technical Degree,1,Male,92,2,4,Research Director,2,Single,5582,22912,9,No,23,4,3,3,26,5,3,26,19,3,8,Doctor,Outstanding,Medium,Low,High,20+ yrs,26-35,3K-6K,0,2.25,1,0.3487,Medium
444,36,No,Travel_Rarely,541,Research & Development,4,1,Marketing,2,Male,41,4,3,Research Scientist,3,Single,12022,12724,4,No,23,3,2,3,20,6,1,20,0,4,0,Below College,Excellent,High,Medium,Low,10-20 yrs,36-45,10K-15K,0,2.0,0,0.3676,Medium
445,28,Yes,Travel_Frequently,1159,Research & Development,10,4,Life Sciences,2,Male,47,2,3,Research Director,1,Divorced,16283,11800,3,No,14,3,3,0,23,1,4,23,1,10,0,Master,Excellent,Low,Medium,Very High,20+ yrs,26-35,15K+,1,2.5,1,0.6805,High
446,30,Yes,Travel_Rarely,357,Human Resources,4,4,Technical Degree,4,Male,37,2,3,Human Resources,4,Single,10909,19465,4,No,17,3,1,3,14,5,1,14,2,6,0,Master,Excellent,Very High,Very High,Low,10-20 yrs,26-35,10K-15K,1,2.5,1,0.6151,High
447,25,Yes,Travel_Rarely,212,Human Resources,18,2,Marketing,2,Male,61,4,5,Manager,2,Married,2281,8639,9,No,21,3,2,1,34,3,4,34,23,11,9,College,Excellent,Medium,Medium,Very High,20+ yrs,18-25,<3K,1,2.5,1,0.44,Medium
448,57,Yes,Travel_Rarely,1417,Research & Development,23,1,Life Sciences,1,Male,78,2,5,Laboratory Technician,2,Single,12745,25402,8,Yes,12,4,2,2,24,4,2,24,9,6,7,Below College,Outstanding,Medium,Low,Medium,20+ yrs,55+,10K-15K,1,1.75,1,0.6788,High
449,21,No,Travel_Frequently,113,Research & Development,12,3,Medical,2,Male,92,2,2,Research Director,2,Married,16749,24489,6,No,12,3,1,2,8,6,1,8,3,8,2,Bachelor,Excellent,Medium,Medium,Low,6-10 yrs,18-25,15K+,0,1.5,1,0.396,Medium
450,48,No,Travel_Rarely,1010,Sales,20,1,Marketing,2,Male,88,4,1,Sales Executive,4,Married,7781,15445,0,No,16,3,1,1,16,2,2,16,3,1,2,Below College,Excellent,Very High,Medium,Medium,10-20 yrs,46-55,6K-10K,0,2.25,0,0.2368,Low
451,45,Yes,Travel_Rarely,239,Research & Development,20,4,Human Resources,3,Male,96,4,4,Research Director,2,Single,19999,6750,2,No,19,4,4,3,20,3,3,20,12,13,0,Master,Outstanding,Medium,High,High,10-20 yrs,36-45,15K+,1,3.0,1,0.5917,Medium
452,28,Yes,Travel_Rarely,1494,Research & Development,15,2,Life Sciences,2,Male,68,1,4,Laboratory Technician,1,Married,10650,15820,8,No,13,3,1,1,12,5,2,12,9,3,3,College,Excellent,Low,Medium,Medium,10-20 yrs,26-35,10K-15K,1,1.5,1,0.6792,High
453,60,No,Non-Travel,1220,Research & Development,13,2,Technical Degree,4,Male,79,3,4,Research Director,3,Single,9191,4654,3,No,17,3,1,3,2,2,3,2,0,14,0,College,Excellent,High,Very High,High,1-3 yrs,55+,6K-10K,0,2.75,0,0.3755,Medium
454,18,No,Travel_Rarely,796,Human Resources,12,3,Other,3,Male,55,3,2,Human Resources,2,Divorced,16437,18539,3,No,20,4,3,2,3,2,2,3,2,7,0,Bachelor,Outstanding,Medium,High,Medium,1-3 yrs,18-25,15K+,0,2.5,1,0.3527,Medium
455,55,No,Travel_Rarely,1465,Sales,8,2,Technical Degree,1,Female,52,1,2,Sales Executive,2,Divorced,2162,22680,9,Yes,25,3,2,0,3,5,1,3,3,15,1,College,Excellent,Medium,Low,Low,1-3 yrs,46-55,<3K,0,1.5,1,0.4143,Medium
456,41,Yes,Travel_Frequently,969,Research & Development,22,2,Human Resources,4,Male,92,1,3,Manufacturing Director,1,Married,7655,5069,5,No,24,3,3,3,27,5,1,27,17,3,7,College,Excellent,Low,Very High,Low,20+ yrs,36-45,6K-10K,1,2.25,1,0.3813,Medium
457,48,No,Travel_Rarely,288,Sales,22,2,Human Resources,1,Male,95,3,1,Sales Executive,4,Married,7731,20347,2,No,19,3,1,0,6,6,2,6,2,11,0,College,Excellent,Very High,Low,Medium,3-6 yrs,46-55,6K-10K,0,2.0,0,0.3203,Medium
458,58,No,Travel_Rarely,181,Research & Development,27,2,Technical Degree,4,Male,68,1,3,Healthcare Representative,2,Single,12596,22978,2,No,21,3,4,2,25,1,4,25,19,15,9,College,Excellent,Medium,Very High,Very High,20+ yrs,55+,10K-15K,0,3.5,1,0.3205,Medium
459,43,Yes,Travel_Rarely,1303,Sales,9,2,Other,3,Female,95,2,2,Manager,1,Married,5453,15713,8,No,23,3,3,0,10,4,4,10,3,2,3,College,Excellent,Low,High,Very High,6-10 yrs,36-45,3K-6K,1,2.75,1,0.4174,Medium
460,22,No,Travel_Rarely,1057,Sales,20,4,Life Sciences,4,Female,75,1,5,Manager,1,Married,17668,9663,4,Yes,19,3,3,0,23,6,3,23,9,13,2,Master,Excellent,Low,Very High,High,20+ yrs,18-25,15K+,0,2.75,1,0.4163,Medium
461,37,Yes,Non-Travel,997,Sales,9,1,Marketing,4,Female,44,1,3,Sales Executive,4,Single,2081,8303,6,Yes,21,3,2,1,9,5,3,9,7,9,5,Below College,Excellent,Very High,Very High,High,6-10 yrs,36-45,<3K,1,3.25,1,0.5964,Medium
